PM2.5,PM10,O3,NO2,SO2,CO,temperature,humidity,Hour,DayOfWeek,Is_Weekend,Month,Is_Heating,temperature_lag1,temperature_lag2,temperature_lag3,humidity_lag1,humidity_lag2,humidity_lag3,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM10_lag1,PM10_lag2,PM10_lag3,O3_lag1,O3_lag2,O3_lag3,NO2_lag1,NO2_lag2,NO2_lag3,SO2_lag1,SO2_lag2,SO2_lag3,CO_lag1,CO_lag2,CO_lag3,temp_rolling3_mean,humid_rolling3_mean,temp_rolling6_diff
57.0,90.0,23.0,55.0,3.0,1.0,-1.5,89.0,23,2,0,1,1,-1.1,-0.6,0.2,88.0,87.0,85.0,56.0,54.0,52.0,88.0,86.0,83.0,24.0,25.0,27.0,54.0,53.0,51.0,3.0,3.0,3.0,0.9,0.9,0.8,-1.066666666666667,88.0,4.7
58.0,91.0,22.0,56.0,3.0,1.0,-1.8,90.0,0,3,0,1,1,-1.5,-1.1,-0.6,89.0,88.0,87.0,57.0,56.0,54.0,90.0,88.0,86.0,23.0,24.0,25.0,55.0,54.0,53.0,3.0,3.0,3.0,1.0,0.9,0.9,-1.466666666666667,89.0,3.2
59.0,93.0,21.0,57.0,3.0,1.1,-2.1,91.0,1,3,0,1,1,-1.8,-1.5,-1.1,90.0,89.0,88.0,58.0,57.0,56.0,91.0,90.0,88.0,22.0,23.0,24.0,56.0,55.0,54.0,3.0,3.0,3.0,1.0,1.0,0.9,-1.8,90.0,2.3000000000000003
60.0,94.0,20.0,58.0,3.0,1.1,-2.3,92.0,2,3,0,1,1,-2.1,-1.8,-1.5,91.0,90.0,89.0,59.0,58.0,57.0,93.0,91.0,90.0,21.0,22.0,23.0,57.0,56.0,55.0,3.0,3.0,3.0,1.1,1.0,1.0,-2.066666666666667,91.0,1.6999999999999997
61.0,95.0,19.0,59.0,3.0,1.2,-2.5,92.0,3,3,0,1,1,-2.3,-2.1,-1.8,92.0,91.0,90.0,60.0,59.0,58.0,94.0,93.0,91.0,20.0,21.0,22.0,58.0,57.0,56.0,3.0,3.0,3.0,1.1,1.1,1.0,-2.3000000000000003,91.66666666666667,1.4
61.0,96.0,19.0,60.0,3.0,1.2,-2.7,93.0,4,3,0,1,1,-2.5,-2.3,-2.1,92.0,92.0,91.0,61.0,60.0,59.0,95.0,94.0,93.0,19.0,20.0,21.0,59.0,58.0,57.0,3.0,3.0,3.0,1.2,1.1,1.1,-2.5000000000000004,92.33333333333333,1.2000000000000002
62.0,96.0,18.0,60.0,3.0,1.2,-2.8,93.0,5,3,0,1,1,-2.7,-2.5,-2.3,93.0,92.0,92.0,61.0,61.0,60.0,96.0,95.0,94.0,19.0,19.0,20.0,60.0,59.0,58.0,3.0,3.0,3.0,1.2,1.2,1.1,-2.6666666666666665,92.66666666666667,0.9999999999999998
61.0,95.0,19.0,59.0,3.0,1.1,-2.6,92.0,6,3,0,1,1,-2.8,-2.7,-2.5,93.0,93.0,92.0,62.0,61.0,61.0,96.0,96.0,95.0,18.0,19.0,19.0,60.0,60.0,59.0,3.0,3.0,3.0,1.2,1.2,1.2,-2.7000000000000006,92.66666666666667,0.6999999999999997
58.0,92.0,21.0,56.0,3.0,1.0,-2.0,90.0,7,3,0,1,1,-2.6,-2.8,-2.7,92.0,93.0,93.0,61.0,62.0,61.0,95.0,96.0,96.0,19.0,18.0,19.0,59.0,60.0,60.0,3.0,3.0,3.0,1.1,1.2,1.2,-2.4666666666666672,91.66666666666667,0.7999999999999998
54.0,87.0,25.0,51.0,3.0,0.9,-0.8,86.0,8,3,0,1,1,-2.0,-2.6,-2.8,90.0,92.0,93.0,58.0,61.0,62.0,92.0,95.0,96.0,21.0,19.0,18.0,56.0,59.0,60.0,3.0,3.0,3.0,1.0,1.1,1.2,-1.8000000000000005,89.33333333333333,1.9999999999999998
48.0,80.0,31.0,45.0,2.0,0.8,1.4,80.0,9,3,0,1,1,-0.8,-2.0,-2.6,86.0,90.0,92.0,54.0,58.0,61.0,87.0,92.0,95.0,25.0,21.0,19.0,51.0,56.0,59.0,3.0,3.0,3.0,0.9,1.0,1.1,-0.466666666666667,85.33333333333333,4.199999999999999
42.0,71.0,38.0,38.0,2.0,0.7,3.6,73.0,10,3,0,1,1,1.4,-0.8,-2.0,80.0,86.0,90.0,48.0,54.0,58.0,80.0,87.0,92.0,31.0,25.0,21.0,45.0,51.0,56.0,2.0,3.0,3.0,0.8,0.9,1.0,1.3999999999999997,79.66666666666667,6.4
36.0,63.0,45.0,33.0,2.0,0.6,5.7,66.0,11,3,0,1,1,3.6,1.4,-0.8,73.0,80.0,86.0,42.0,48.0,54.0,71.0,80.0,87.0,38.0,31.0,25.0,38.0,45.0,51.0,2.0,2.0,3.0,0.7,0.8,0.9,3.5666666666666664,73.0,8.3
32.0,56.0,51.0,29.0,2.0,0.5,7.1,61.0,12,3,0,1,1,5.7,3.6,1.4,66.0,73.0,80.0,36.0,42.0,48.0,63.0,71.0,80.0,45.0,38.0,31.0,33.0,38.0,45.0,2.0,2.0,2.0,0.6,0.7,0.8,5.466666666666666,66.66666666666667,9.1
29.0,52.0,55.0,27.0,2.0,0.5,7.8,58.0,13,3,0,1,1,7.1,5.7,3.6,61.0,66.0,73.0,32.0,36.0,42.0,56.0,63.0,71.0,51.0,45.0,38.0,29.0,33.0,38.0,2.0,2.0,2.0,0.5,0.6,0.7,6.866666666666666,61.666666666666664,8.6
28.0,50.0,58.0,26.0,2.0,0.4,8.1,56.0,14,3,0,1,1,7.8,7.1,5.7,58.0,61.0,66.0,29.0,32.0,36.0,52.0,56.0,63.0,55.0,51.0,45.0,27.0,29.0,33.0,2.0,2.0,2.0,0.5,0.5,0.6,7.666666666666667,58.333333333333336,6.699999999999999
29.0,51.0,57.0,27.0,2.0,0.4,7.9,57.0,15,3,0,1,1,8.1,7.8,7.1,56.0,58.0,61.0,28.0,29.0,32.0,50.0,52.0,56.0,58.0,55.0,51.0,26.0,27.0,29.0,2.0,2.0,2.0,0.4,0.5,0.5,7.933333333333333,57.0,4.5
32.0,55.0,52.0,30.0,2.0,0.5,7.1,61.0,16,3,0,1,1,7.9,8.1,7.8,57.0,56.0,58.0,29.0,28.0,29.0,51.0,50.0,52.0,57.0,58.0,55.0,27.0,26.0,27.0,2.0,2.0,2.0,0.4,0.4,0.5,7.699999999999999,58.0,2.3999999999999995
38.0,62.0,45.0,36.0,3.0,0.6,5.5,68.0,17,3,0,1,1,7.1,7.9,8.1,61.0,57.0,56.0,32.0,29.0,28.0,55.0,51.0,50.0,52.0,57.0,58.0,30.0,27.0,26.0,2.0,2.0,2.0,0.5,0.4,0.4,6.833333333333333,62.0,2.5999999999999996
44.0,71.0,37.0,43.0,3.0,0.7,3.5,75.0,18,3,0,1,1,5.5,7.1,7.9,68.0,61.0,57.0,38.0,32.0,29.0,62.0,55.0,51.0,45.0,52.0,57.0,36.0,30.0,27.0,3.0,2.0,2.0,0.6,0.5,0.4,5.366666666666666,68.0,4.6
50.0,80.0,31.0,49.0,3.0,0.8,1.7,82.0,19,3,0,1,1,3.5,5.5,7.1,75.0,68.0,61.0,44.0,38.0,32.0,71.0,62.0,55.0,37.0,45.0,52.0,43.0,36.0,30.0,3.0,3.0,2.0,0.7,0.6,0.5,3.566666666666666,75.0,6.3999999999999995
53.0,84.0,28.0,52.0,3.0,0.8,0.5,85.0,20,3,0,1,1,1.7,3.5,5.5,82.0,75.0,68.0,50.0,44.0,38.0,80.0,71.0,62.0,31.0,37.0,45.0,49.0,43.0,36.0,3.0,3.0,3.0,0.8,0.7,0.6,1.8999999999999995,80.66666666666667,7.4
55.0,87.0,26.0,54.0,3.0,0.9,-0.3,87.0,21,3,0,1,1,0.5,1.7,3.5,85.0,82.0,75.0,53.0,50.0,44.0,84.0,80.0,71.0,28.0,31.0,37.0,52.0,49.0,43.0,3.0,3.0,3.0,0.8,0.8,0.7,0.6333333333333327,84.66666666666667,7.3999999999999995
57.0,89.0,25.0,55.0,3.0,0.9,-0.8,88.0,22,3,0,1,1,-0.3,0.5,1.7,87.0,85.0,82.0,55.0,53.0,50.0,87.0,84.0,80.0,26.0,28.0,31.0,54.0,52.0,49.0,3.0,3.0,3.0,0.9,0.8,0.8,-0.20000000000000062,86.66666666666667,6.3
58.0,91.0,24.0,56.0,3.0,1.0,-1.2,89.0,23,3,0,1,1,-0.8,-0.3,0.5,88.0,87.0,85.0,57.0,55.0,53.0,89.0,87.0,84.0,25.0,26.0,28.0,55.0,54.0,52.0,3.0,3.0,3.0,0.9,0.9,0.8,-0.7666666666666672,88.0,4.7
59.0,92.0,23.0,57.0,3.0,1.0,-1.5,90.0,0,4,0,1,1,-1.2,-0.8,-0.3,89.0,88.0,87.0,58.0,57.0,55.0,91.0,89.0,87.0,24.0,25.0,26.0,56.0,55.0,54.0,3.0,3.0,3.0,1.0,0.9,0.9,-1.1666666666666672,89.0,3.2
59.0,92.0,23.0,57.0,3.0,1.0,-1.5,90.0,0,4,0,1,1,-1.5,-1.2,-0.8,90.0,89.0,88.0,59.0,58.0,57.0,92.0,91.0,89.0,23.0,24.0,25.0,57.0,56.0,55.0,3.0,3.0,3.0,1.0,1.0,0.9,-1.4000000000000006,89.66666666666667,2.0
60.0,94.0,22.0,58.0,3.0,1.1,-1.8,91.0,1,4,0,1,1,-1.5,-1.5,-1.2,90.0,90.0,89.0,59.0,59.0,58.0,92.0,92.0,91.0,23.0,23.0,24.0,57.0,57.0,56.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.6000000000000005,90.33333333333333,1.5
61.0,95.0,21.0,59.0,3.0,1.1,-2.0,92.0,2,4,0,1,1,-1.8,-1.5,-1.5,91.0,90.0,90.0,60.0,59.0,59.0,94.0,92.0,92.0,22.0,23.0,23.0,58.0,57.0,57.0,3.0,3.0,3.0,1.1,1.0,1.0,-1.7666666666666673,91.0,1.2
62.0,96.0,20.0,60.0,3.0,1.2,-2.2,92.0,3,4,0,1,1,-2.0,-1.8,-1.5,92.0,91.0,90.0,61.0,60.0,59.0,95.0,94.0,92.0,21.0,22.0,23.0,59.0,58.0,57.0,3.0,3.0,3.0,1.1,1.1,1.0,-2.0000000000000004,91.66666666666667,1.0000000000000002
62.0,97.0,20.0,61.0,3.0,1.2,-2.4,93.0,4,4,0,1,1,-2.2,-2.0,-1.8,92.0,92.0,91.0,62.0,61.0,60.0,96.0,95.0,94.0,20.0,21.0,22.0,60.0,59.0,58.0,3.0,3.0,3.0,1.2,1.1,1.1,-2.2000000000000006,92.33333333333333,0.8999999999999999
63.0,97.0,19.0,61.0,3.0,1.2,-2.5,93.0,5,4,0,1,1,-2.4,-2.2,-2.0,93.0,92.0,92.0,62.0,62.0,61.0,97.0,96.0,95.0,20.0,20.0,21.0,61.0,60.0,59.0,3.0,3.0,3.0,1.2,1.2,1.1,-2.366666666666667,92.66666666666667,1.0
62.0,96.0,20.0,60.0,3.0,1.1,-2.3,92.0,6,4,0,1,1,-2.5,-2.4,-2.2,93.0,93.0,92.0,63.0,62.0,62.0,97.0,97.0,96.0,19.0,20.0,20.0,61.0,61.0,60.0,3.0,3.0,3.0,1.2,1.2,1.2,-2.4000000000000004,92.66666666666667,0.7
59.0,93.0,22.0,57.0,3.0,1.0,-1.7,90.0,7,4,0,1,1,-2.3,-2.5,-2.4,92.0,93.0,93.0,62.0,63.0,62.0,96.0,97.0,97.0,20.0,19.0,20.0,60.0,61.0,61.0,3.0,3.0,3.0,1.1,1.2,1.2,-2.166666666666667,91.66666666666667,0.8
55.0,88.0,26.0,52.0,3.0,0.9,-0.5,86.0,8,4,0,1,1,-1.7,-2.3,-2.5,90.0,92.0,93.0,59.0,62.0,63.0,93.0,96.0,97.0,22.0,20.0,19.0,57.0,60.0,61.0,3.0,3.0,3.0,1.0,1.1,1.2,-1.5000000000000007,89.33333333333333,2.0
49.0,81.0,32.0,46.0,2.0,0.8,1.7,80.0,9,4,0,1,1,-0.5,-1.7,-2.3,86.0,90.0,92.0,55.0,59.0,62.0,88.0,93.0,96.0,26.0,22.0,20.0,52.0,57.0,60.0,3.0,3.0,3.0,0.9,1.0,1.1,-0.16666666666666727,85.33333333333333,4.2
43.0,72.0,39.0,39.0,2.0,0.7,3.9,73.0,10,4,0,1,1,1.7,-0.5,-1.7,80.0,86.0,90.0,49.0,55.0,59.0,81.0,88.0,93.0,32.0,26.0,22.0,46.0,52.0,57.0,2.0,3.0,3.0,0.8,0.9,1.0,1.6999999999999993,79.66666666666667,6.4
37.0,64.0,46.0,34.0,2.0,0.6,6.0,66.0,11,4,0,1,1,3.9,1.7,-0.5,73.0,80.0,86.0,43.0,49.0,55.0,72.0,81.0,88.0,39.0,32.0,26.0,39.0,46.0,52.0,2.0,2.0,3.0,0.7,0.8,0.9,3.866666666666666,73.0,8.3
33.0,57.0,52.0,30.0,2.0,0.5,7.4,61.0,12,4,0,1,1,6.0,3.9,1.7,66.0,73.0,80.0,37.0,43.0,49.0,64.0,72.0,81.0,46.0,39.0,32.0,34.0,39.0,46.0,2.0,2.0,2.0,0.6,0.7,0.8,5.766666666666666,66.66666666666667,9.1
30.0,53.0,56.0,28.0,2.0,0.5,8.1,58.0,13,4,0,1,1,7.4,6.0,3.9,61.0,66.0,73.0,33.0,37.0,43.0,57.0,64.0,72.0,52.0,46.0,39.0,30.0,34.0,39.0,2.0,2.0,2.0,0.5,0.6,0.7,7.166666666666667,61.666666666666664,8.6
29.0,51.0,59.0,27.0,2.0,0.4,8.4,56.0,14,4,0,1,1,8.1,7.4,6.0,58.0,61.0,66.0,30.0,33.0,37.0,53.0,57.0,64.0,56.0,52.0,46.0,28.0,30.0,34.0,2.0,2.0,2.0,0.5,0.5,0.6,7.966666666666666,58.333333333333336,6.7
30.0,52.0,58.0,28.0,2.0,0.4,8.2,57.0,15,4,0,1,1,8.4,8.1,7.4,56.0,58.0,61.0,29.0,30.0,33.0,51.0,53.0,57.0,59.0,56.0,52.0,27.0,28.0,30.0,2.0,2.0,2.0,0.4,0.5,0.5,8.233333333333333,57.0,4.5
33.0,56.0,53.0,31.0,2.0,0.5,7.4,61.0,16,4,0,1,1,8.2,8.4,8.1,57.0,56.0,58.0,30.0,29.0,30.0,52.0,51.0,53.0,58.0,59.0,56.0,28.0,27.0,28.0,2.0,2.0,2.0,0.4,0.4,0.5,8.0,58.0,2.4000000000000004
39.0,63.0,46.0,37.0,3.0,0.6,5.8,68.0,17,4,0,1,1,7.4,8.2,8.4,61.0,57.0,56.0,33.0,30.0,29.0,56.0,52.0,51.0,53.0,58.0,59.0,31.0,28.0,27.0,2.0,2.0,2.0,0.5,0.4,0.4,7.133333333333333,62.0,2.6000000000000005
45.0,72.0,38.0,44.0,3.0,0.7,3.8,75.0,18,4,0,1,1,5.8,7.4,8.2,68.0,61.0,57.0,39.0,33.0,30.0,63.0,56.0,52.0,46.0,53.0,58.0,37.0,31.0,28.0,3.0,2.0,2.0,0.6,0.5,0.4,5.666666666666667,68.0,4.6000000000000005
51.0,81.0,32.0,50.0,3.0,0.8,2.0,82.0,19,4,0,1,1,3.8,5.8,7.4,75.0,68.0,61.0,45.0,39.0,33.0,72.0,63.0,56.0,38.0,46.0,53.0,44.0,37.0,31.0,3.0,3.0,2.0,0.7,0.6,0.5,3.866666666666666,75.0,6.4
54.0,85.0,29.0,53.0,3.0,0.8,0.8,85.0,20,4,0,1,1,2.0,3.8,5.8,82.0,75.0,68.0,51.0,45.0,39.0,81.0,72.0,63.0,32.0,38.0,46.0,50.0,44.0,37.0,3.0,3.0,3.0,0.8,0.7,0.6,2.1999999999999993,80.66666666666667,7.3999999999999995
56.0,88.0,27.0,55.0,3.0,0.9,0.0,87.0,21,4,0,1,1,0.8,2.0,3.8,85.0,82.0,75.0,54.0,51.0,45.0,85.0,81.0,72.0,29.0,32.0,38.0,53.0,50.0,44.0,3.0,3.0,3.0,0.8,0.8,0.7,0.9333333333333327,84.66666666666667,7.4
58.0,90.0,25.0,56.0,3.0,0.9,-0.5,88.0,22,4,0,1,1,0.0,0.8,2.0,87.0,85.0,82.0,56.0,54.0,51.0,88.0,85.0,81.0,27.0,29.0,32.0,55.0,53.0,50.0,3.0,3.0,3.0,0.9,0.8,0.8,0.09999999999999942,86.66666666666667,6.3
59.0,92.0,24.0,57.0,3.0,1.0,-0.9,89.0,23,4,0,1,1,-0.5,0.0,0.8,88.0,87.0,85.0,58.0,56.0,54.0,90.0,88.0,85.0,25.0,27.0,29.0,56.0,55.0,53.0,3.0,3.0,3.0,0.9,0.9,0.8,-0.46666666666666723,88.0,4.7
60.0,93.0,23.0,58.0,3.0,1.0,-1.2,90.0,0,5,1,1,1,-0.9,-0.5,0.0,89.0,88.0,87.0,59.0,58.0,56.0,92.0,90.0,88.0,24.0,25.0,27.0,57.0,56.0,55.0,3.0,3.0,3.0,1.0,0.9,0.9,-0.8666666666666673,89.0,3.2
61.0,95.0,22.0,59.0,3.0,1.1,-1.5,91.0,1,5,1,1,1,-1.2,-0.9,-0.5,90.0,89.0,88.0,60.0,59.0,58.0,93.0,92.0,90.0,23.0,24.0,25.0,58.0,57.0,56.0,3.0,3.0,3.0,1.0,1.0,0.9,-1.2000000000000006,90.0,2.3
62.0,96.0,21.0,60.0,3.0,1.1,-1.7,92.0,2,5,1,1,1,-1.5,-1.2,-0.9,91.0,90.0,89.0,61.0,60.0,59.0,95.0,93.0,92.0,22.0,23.0,24.0,59.0,58.0,57.0,3.0,3.0,3.0,1.1,1.0,1.0,-1.4666666666666675,91.0,1.7
63.0,97.0,20.0,61.0,3.0,1.2,-1.9,92.0,3,5,1,1,1,-1.7,-1.5,-1.2,92.0,91.0,90.0,62.0,61.0,60.0,96.0,95.0,93.0,21.0,22.0,23.0,60.0,59.0,58.0,3.0,3.0,3.0,1.1,1.1,1.0,-1.7000000000000004,91.66666666666667,1.4
63.0,98.0,19.0,62.0,3.0,1.2,-2.1,93.0,4,5,1,1,1,-1.9,-1.7,-1.5,92.0,92.0,91.0,63.0,62.0,61.0,97.0,96.0,95.0,20.0,21.0,22.0,61.0,60.0,59.0,3.0,3.0,3.0,1.2,1.1,1.1,-1.9000000000000006,92.33333333333333,1.2000000000000002
64.0,98.0,19.0,62.0,3.0,1.2,-2.2,93.0,5,5,1,1,1,-2.1,-1.9,-1.7,93.0,92.0,92.0,63.0,63.0,62.0,98.0,97.0,96.0,19.0,20.0,21.0,62.0,61.0,60.0,3.0,3.0,3.0,1.2,1.2,1.1,-2.0666666666666673,92.66666666666667,1.0000000000000002
63.0,97.0,20.0,61.0,3.0,1.1,-2.0,92.0,6,5,1,1,1,-2.2,-2.1,-1.9,93.0,93.0,92.0,64.0,63.0,63.0,98.0,98.0,97.0,19.0,19.0,20.0,62.0,62.0,61.0,3.0,3.0,3.0,1.2,1.2,1.2,-2.100000000000001,92.66666666666667,0.7000000000000002
60.0,94.0,22.0,58.0,3.0,1.0,-1.4,90.0,7,5,1,1,1,-2.0,-2.2,-2.1,92.0,93.0,93.0,63.0,64.0,63.0,97.0,98.0,98.0,20.0,19.0,19.0,61.0,62.0,62.0,3.0,3.0,3.0,1.1,1.2,1.2,-1.8666666666666671,91.66666666666667,0.8000000000000003
56.0,89.0,27.0,53.0,3.0,0.9,-0.2,86.0,8,5,1,1,1,-1.4,-2.0,-2.2,90.0,92.0,93.0,60.0,63.0,64.0,94.0,97.0,98.0,22.0,20.0,19.0,58.0,61.0,62.0,3.0,3.0,3.0,1.0,1.1,1.2,-1.2000000000000006,89.33333333333333,2.0
50.0,82.0,33.0,47.0,2.0,0.8,2.0,80.0,9,5,1,1,1,-0.2,-1.4,-2.0,86.0,90.0,92.0,56.0,60.0,63.0,89.0,94.0,97.0,27.0,22.0,20.0,53.0,58.0,61.0,3.0,3.0,3.0,0.9,1.0,1.1,0.13333333333333272,85.33333333333333,4.2
44.0,73.0,40.0,40.0,2.0,0.7,4.2,73.0,10,5,1,1,1,2.0,-0.2,-1.4,80.0,86.0,90.0,50.0,56.0,60.0,82.0,89.0,94.0,33.0,27.0,22.0,47.0,53.0,58.0,2.0,3.0,3.0,0.8,0.9,1.0,1.9999999999999993,79.66666666666667,6.4
38.0,65.0,47.0,35.0,2.0,0.6,6.3,66.0,11,5,1,1,1,4.2,2.0,-0.2,73.0,80.0,86.0,44.0,50.0,56.0,73.0,82.0,89.0,40.0,33.0,27.0,40.0,47.0,53.0,2.0,2.0,3.0,0.7,0.8,0.9,4.166666666666666,73.0,8.3
34.0,58.0,53.0,31.0,2.0,0.5,7.7,61.0,12,5,1,1,1,6.3,4.2,2.0,66.0,73.0,80.0,38.0,44.0,50.0,65.0,73.0,82.0,47.0,40.0,33.0,35.0,40.0,47.0,2.0,2.0,2.0,0.6,0.7,0.8,6.066666666666666,66.66666666666667,9.1
31.0,54.0,57.0,29.0,2.0,0.5,8.4,58.0,13,5,1,1,1,7.7,6.3,4.2,61.0,66.0,73.0,34.0,38.0,44.0,58.0,65.0,73.0,53.0,47.0,40.0,31.0,35.0,40.0,2.0,2.0,2.0,0.5,0.6,0.7,7.466666666666666,61.666666666666664,8.6
30.0,52.0,60.0,28.0,2.0,0.4,8.7,56.0,14,5,1,1,1,8.4,7.7,6.3,58.0,61.0,66.0,31.0,34.0,38.0,54.0,58.0,65.0,57.0,53.0,47.0,29.0,31.0,35.0,2.0,2.0,2.0,0.5,0.5,0.6,8.266666666666666,58.333333333333336,6.699999999999999
31.0,53.0,59.0,29.0,2.0,0.4,8.5,57.0,15,5,1,1,1,8.7,8.4,7.7,56.0,58.0,61.0,30.0,31.0,34.0,52.0,54.0,58.0,60.0,57.0,53.0,28.0,29.0,31.0,2.0,2.0,2.0,0.4,0.5,0.5,8.533333333333333,57.0,4.499999999999999
34.0,57.0,54.0,32.0,2.0,0.5,7.7,61.0,16,5,1,1,1,8.5,8.7,8.4,57.0,56.0,58.0,31.0,30.0,31.0,53.0,52.0,54.0,59.0,60.0,57.0,29.0,28.0,29.0,2.0,2.0,2.0,0.4,0.4,0.5,8.299999999999999,58.0,2.3999999999999995
40.0,64.0,47.0,38.0,3.0,0.6,6.1,68.0,17,5,1,1,1,7.7,8.5,8.7,61.0,57.0,56.0,34.0,31.0,30.0,57.0,53.0,52.0,54.0,59.0,60.0,32.0,29.0,28.0,2.0,2.0,2.0,0.5,0.4,0.4,7.433333333333333,62.0,2.5999999999999996
46.0,73.0,39.0,45.0,3.0,0.7,4.1,75.0,18,5,1,1,1,6.1,7.7,8.5,68.0,61.0,57.0,40.0,34.0,31.0,64.0,57.0,53.0,47.0,54.0,59.0,38.0,32.0,29.0,3.0,2.0,2.0,0.6,0.5,0.4,5.966666666666665,68.0,4.6
52.0,82.0,33.0,51.0,3.0,0.8,2.3,82.0,19,5,1,1,1,4.1,6.1,7.7,75.0,68.0,61.0,46.0,40.0,34.0,73.0,64.0,57.0,39.0,47.0,54.0,45.0,38.0,32.0,3.0,3.0,2.0,0.7,0.6,0.5,4.166666666666665,75.0,6.3999999999999995
55.0,86.0,30.0,54.0,3.0,0.8,1.1,85.0,20,5,1,1,1,2.3,4.1,6.1,82.0,75.0,68.0,52.0,46.0,40.0,82.0,73.0,64.0,33.0,39.0,47.0,51.0,45.0,38.0,3.0,3.0,3.0,0.8,0.7,0.6,2.4999999999999987,80.66666666666667,7.4
57.0,89.0,28.0,56.0,3.0,0.9,0.3,87.0,21,5,1,1,1,1.1,2.3,4.1,85.0,82.0,75.0,55.0,52.0,46.0,86.0,82.0,73.0,30.0,33.0,39.0,54.0,51.0,45.0,3.0,3.0,3.0,0.8,0.8,0.7,1.233333333333332,84.66666666666667,7.4
59.0,91.0,26.0,57.0,3.0,0.9,-0.2,88.0,22,5,1,1,1,0.3,1.1,2.3,87.0,85.0,82.0,57.0,55.0,52.0,89.0,86.0,82.0,28.0,30.0,33.0,56.0,54.0,51.0,3.0,3.0,3.0,0.9,0.8,0.8,0.39999999999999886,86.66666666666667,6.3
60.0,93.0,25.0,58.0,3.0,1.0,-0.6,89.0,23,5,1,1,1,-0.2,0.3,1.1,88.0,87.0,85.0,59.0,57.0,55.0,91.0,89.0,86.0,26.0,28.0,30.0,57.0,56.0,54.0,3.0,3.0,3.0,0.9,0.9,0.8,-0.16666666666666785,88.0,4.699999999999999
61.0,94.0,24.0,59.0,3.0,1.0,-0.9,90.0,0,6,1,1,1,-0.6,-0.2,0.3,89.0,88.0,87.0,60.0,59.0,57.0,93.0,91.0,89.0,25.0,26.0,28.0,58.0,57.0,56.0,3.0,3.0,3.0,1.0,0.9,0.9,-0.5666666666666679,89.0,3.1999999999999997
62.0,96.0,23.0,60.0,3.0,1.1,-1.2,91.0,1,6,1,1,1,-0.9,-0.6,-0.2,90.0,89.0,88.0,61.0,60.0,59.0,94.0,93.0,91.0,24.0,25.0,26.0,59.0,58.0,57.0,3.0,3.0,3.0,1.0,1.0,0.9,-0.9000000000000011,90.0,2.3
63.0,97.0,22.0,61.0,3.0,1.1,-1.4,92.0,2,6,1,1,1,-1.2,-0.9,-0.6,91.0,90.0,89.0,62.0,61.0,60.0,96.0,94.0,93.0,23.0,24.0,25.0,60.0,59.0,58.0,3.0,3.0,3.0,1.1,1.0,1.0,-1.1666666666666676,91.0,1.7
64.0,98.0,21.0,62.0,3.0,1.2,-1.6,92.0,3,6,1,1,1,-1.4,-1.2,-0.9,92.0,91.0,90.0,63.0,62.0,61.0,97.0,96.0,94.0,22.0,23.0,24.0,61.0,60.0,59.0,3.0,3.0,3.0,1.1,1.1,1.0,-1.400000000000001,91.66666666666667,1.4000000000000001
64.0,99.0,20.0,63.0,3.0,1.2,-1.8,93.0,4,6,1,1,1,-1.6,-1.4,-1.2,92.0,92.0,91.0,64.0,63.0,62.0,98.0,97.0,96.0,21.0,22.0,23.0,62.0,61.0,60.0,3.0,3.0,3.0,1.2,1.1,1.1,-1.6000000000000012,92.33333333333333,1.2000000000000002
65.0,99.0,19.0,63.0,3.0,1.2,-1.9,93.0,5,6,1,1,1,-1.8,-1.6,-1.4,93.0,92.0,92.0,64.0,64.0,63.0,99.0,98.0,97.0,20.0,21.0,22.0,63.0,62.0,61.0,3.0,3.0,3.0,1.2,1.2,1.1,-1.7666666666666677,92.66666666666667,0.9999999999999999
64.0,98.0,20.0,62.0,3.0,1.1,-1.7,92.0,6,6,1,1,1,-1.9,-1.8,-1.6,93.0,93.0,92.0,65.0,64.0,64.0,99.0,99.0,98.0,19.0,20.0,21.0,63.0,63.0,62.0,3.0,3.0,3.0,1.2,1.2,1.2,-1.8000000000000014,92.66666666666667,0.7
61.0,95.0,22.0,59.0,3.0,1.0,-1.1,90.0,7,6,1,1,1,-1.7,-1.9,-1.8,92.0,93.0,93.0,64.0,65.0,64.0,98.0,99.0,99.0,20.0,19.0,20.0,62.0,63.0,63.0,3.0,3.0,3.0,1.1,1.2,1.2,-1.566666666666668,91.66666666666667,0.7999999999999998
57.0,90.0,28.0,54.0,3.0,0.9,0.1,86.0,8,6,1,1,1,-1.1,-1.7,-1.9,90.0,92.0,93.0,61.0,64.0,65.0,95.0,98.0,99.0,22.0,20.0,19.0,59.0,62.0,63.0,3.0,3.0,3.0,1.0,1.1,1.2,-0.9000000000000011,89.33333333333333,2.0
51.0,83.0,34.0,48.0,2.0,0.8,2.3,80.0,9,6,1,1,1,0.1,-1.1,-1.7,86.0,90.0,92.0,57.0,61.0,64.0,90.0,95.0,98.0,28.0,22.0,20.0,54.0,59.0,62.0,3.0,3.0,3.0,0.9,1.0,1.1,0.43333333333333207,85.33333333333333,4.199999999999999
